nhanh,n,uoc_luong,se,p,ktc_duoi,ktc_tren,mde
biên độ tăng cường,287,-20.61279267008263,11.23702593320628,0.06660002158083485,-42.63736349916694,1.4117781590016776,31.481485750022795
biên độ mở rộng,337,-7.178607178607177,3.7842905673454066,0.05783463558537738,-14.595816690604174,0.23860233338982018,10.60201251451923
