vai_tro,uoc_luong,pp,se,p,ktc_duoi,ktc_tren,pass_through,p_chuyen_hoan_toan,tost_hep,tost_rong,so_lan_hop_le,so_lan_that_bai
chính,-0.3978131402452439,PP1-A tho,0.5997290408454142,0.5071246981557462,-1.5732820603022557,0.777655779811768,0.21680207852739677,0.016563787579952693,0.459548435353321,0.19311780260480926,,
chính,-0.2697708220281081,PP1-A hiep_bien,0.733347829562882,0.7129761129179832,-1.707132567971357,1.1675909239151407,0.1470209729766148,0.03282283055906299,0.39833295310489514,0.18856657544302013,,
chính,-0.6637553984127836,PP1-B g-comp,0.7755692555803254,0.39752049590081984,-2.1967786899666257,0.8355998330198436,0.3617365427420476,0.1310273390893686,0.6072785442911418,0.37252549490101977,,
chính,-0.25694594037746915,PP2 phân tầng,0.5924206972325518,0.6614677064587082,-1.4144964974276506,0.9106339124309603,0.14003160858052596,0.007731092034487741,0.3625274945010998,0.13377324535092983,5000.0,0.0
phụ,-0.26414113119887367,PP1-A hiệp biến · ĐC-A rượu/bia/thuốc,0.7218627016739823,0.7144277373611252,-1.678992026479879,1.1507097640821315,,,,,,
phụ,-0.20348303849134175,PP1-A hiệp biến · ĐC-B bỏ hóa chất,0.6932817409212085,0.7691346557588155,-1.5623152506969105,1.155349173714227,,,,,,
phụ,-0.07645315345834817,PP1-A hiệp biến · ĐC-C đầy đủ,0.6248761531078121,0.9026223976770262,-1.3012104135496598,1.1483041066329636,,,,,,
phụ,0.9272881596325951,PP1-A hiệp biến · ĐC-8% (độ nhạy),0.6186956365272241,0.1339309187830502,-0.28535528796076426,2.1399316072259547,,,,,,
