sku,ten_hang,Z,pre_p,pg_hau,gia_tien_lam_tron,gia_chuan,du_bao_doi_muc,sai_lech_voi_chuan,bam_chuan
71603545007,CN THANH NGỌC Trim Bấm mi x Cái,1,65000.0,65000.1,65000.0,64000.0,True,1000.0999999999985,False
7312040017591,Absolut rượu Vodka 375ml x Chai,0,268999.75,268999.5,269000.0,264000.0,True,4999.5,False
7312040017683,Absolut rượu Vodka 700ml x Chai,0,525000.0,525000.3,525000.0,515000.0,True,10000.300000000047,False
7702018965199,GILLETTE Dao cạo cán vàng 2 cái x gói,1,20000.0,20000.52,20000.0,20000.0,False,0.5200000000004366,True
7804300011413,Vang trắng Santa Helena Siglo De Oro Chardonnay 750ml x Chai,0,557000.0,557000.4,557000.0,547000.0,True,10000.400000000023,False
7808725402252,FS WINE Vang trắng Root1 Sauvignon Blanc 750ml x Chai,0,590000.0,590000.4,590000.0,579000.0,True,11000.400000000023,False
80432400340,Chivas Regal 12YO 40 50ml x Chai,0,99000.0,99000.0,99000.0,97000.0,True,2000.0,False
80432400388,CHIVAS Regal rượu whisky 12YO 375ml x Chai,0,559000.0,559000.2,559000.0,549000.0,True,10000.199999999953,False
80686000365,Rượu Whiskey Jim Beam White Bourbon 750ml x Chai,0,495000.0,495000.0,495000.0,486000.0,True,9000.0,False
8801022024140,Rượu Soju Saero Hương Vải không đường 375ml x Chai,0,58000.0,67999.8,58000.0,57000.0,True,10999.800000000003,False
8801030000396,CHUM CHURUM rượu soju vị dâu 360ml x Chai,0,81000.0,80999.6,81000.0,80000.0,True,999.6000000000058,False
8801048101023,Rượu Soju Jinro Back 360ml x Chai,0,78000.0,80999.7375,78000.0,77000.0,True,3999.737500000003,False
8801048178018,Rượu Soju Jinro Strawberry 360ml x Chai,0,78000.0,80999.6,78000.0,77000.0,True,3999.600000000006,False
8801048178308,Rượu Soju Jinro Plum 360ml x Chai,0,78000.0,80999.6,78000.0,77000.0,True,3999.600000000006,False
8801048181292,Rượu Soju Jinro Peach 360ml x Chai,0,78000.0,80999.6,78000.0,77000.0,True,3999.600000000006,False
8801048181421,Rượu soju JINRO chanh vàng 360ml x Chai,0,78000.0,80999.6,78000.0,77000.0,True,3999.600000000006,False
8801048921003,Rượu Soju Jinro Grapefruit 360ml x Chai,0,78000.0,80999.6,78000.0,77000.0,True,3999.600000000006,False
8801048921102,Rượu Soju Jinro Green Grape 360ml x Chai,0,78000.0,80999.6,78000.0,77000.0,True,3999.600000000006,False
8801048951000,Rượu Soju Jinro Fresh 360ml x Chai,0,78000.0,80999.96666666666,78000.0,77000.0,True,3999.96666666666,False
8801051018080,Bamboo KDR h.hoa bac hà 100gx Tuýp,1,61000.0,60999.48,61000.0,60000.0,True,999.4800000000032,False
8801100129347,GOOD DAY rượu soju vị nho xanh 360ml x Chai,0,72000.0,71999.95,72000.0,71000.0,True,999.9499999999971,False
8801100129729,GOOD DAY rượu soju truyền thống 360ml x Chai,0,72000.0,72000.5,72000.0,71000.0,True,1000.5,False
8801100132330,GOOD DAY rượu Soju vị ổi 360ml x Chai,0,72000.0,72000.5,72000.0,71000.0,True,1000.5,False
8801100132590,GOOD DAY rượu Soju vị hoa atiso đỏ 360ml x Chai,0,72000.0,72000.5,72000.0,71000.0,True,1000.5,False
8801147123858,KORICE rượu soju dưa lưới 360ml x Chai,0,64000.0,77999.9,64000.0,63000.0,True,14999.899999999994,False
8801147123865,KORICE rượu soju phúc bồn tử 360ml x Chai,0,64000.0,79999.7,64000.0,63000.0,True,16999.699999999997,False
8801152233801,CHUM CHURUM rượu soju Original 360ml x Chai,0,81000.0,80999.96666666666,81000.0,80000.0,True,999.9666666666599,False
8801328400327,GLADE Sáp Thơm Oải Hương 180g x Hủ,1,65000.0,64999.95,65000.0,64000.0,True,999.9499999999971,False
8802340112151,CHUM CHURUM rượu soju Citron 360ml x Chai,0,80999.6,80999.6,81000.0,80000.0,True,999.6000000000058,False
8802340112168,CHUM CHURUM rượu soju vị đào 360ml x Chai,0,81000.0,80999.6,81000.0,80000.0,True,999.6000000000058,False
8802521122221,Rượu Gạo Makgeolli Hương Truyền Thống 750ml x Chai,0,83000.0,83000.5,83000.0,81000.0,True,2000.5,False
8803628631012,Aloe Vera Khăn ướt 30 tờ x Gói,1,25000.0,22999.68,25000.0,25000.0,False,2000.3199999999997,False
8809052588823,MAYAN Lột mụn cám than hoạt tính 4M x Hộp,1,33000.0,33000.0,33000.0,32000.0,True,1000.0,False
8809212996093,Wash  Wish Viên giặt 3 in 1 32 viên x gói,1,279000.0,278999.64,279000.0,274000.0,True,4999.640000000014,False
8809301761229,"Ariul Khăn ướt tẩy trang sạch sâu, dịu da x Gói",1,45999.8,46000.44,46000.0,45000.0,True,1000.4400000000023,False
8809301765883,"Ariul Khăn ướt tẩy trang cho mắt, môi x Gói",1,67000.0,66999.96,67000.0,66000.0,True,999.9600000000064,False
8809301767597,7days Mặt nạ Lotus x Cái,1,28000.0,28000.08,28000.0,27000.0,True,1000.0800000000017,False
8809301767603,7days Mặt nạ  Aloe x Cái,1,28000.0,28000.08,28000.0,27000.0,True,1000.0800000000017,False
8809301767610,7days Mặt nạ Tea Tree x Cái,1,28000.0,28000.08,28000.0,27000.0,True,1000.0800000000017,False
8809486364260,Banobagi mặt nạ whitening  relaxing 30g x miếng,1,31000.0,31000.2,31000.0,30000.0,True,1000.2000000000007,False
8809486364321,Banobagi mặt nạ stem cell  BHA-AHA 30g x miếng,1,29500.0,31000.0625,30000.0,29000.0,True,2000.0625,False
8809544632072,Wonjin Mặt nạ tăng sinh Collagen cấp tóc x Cái,1,36000.0,36000.18,36000.0,35000.0,True,1000.1800000000003,False
8809544632089,Wonjin Mặt nạ phục hồi cấp tốc cho da khô x Cái,1,36000.0,35999.85,36000.0,35000.0,True,999.8499999999985,False
8809544632096,Wonjin Mặt nạ phục hồi cấp tốc cho da mụn x Cái,1,36000.0,35999.7,36000.0,35000.0,True,999.6999999999971,False
8809640030604,HIM rượu soju vị vải 360ml x Chai,0,81000.0,80999.6,81000.0,80000.0,True,999.6000000000058,False
8809640030611,HIM rượu soju vị dưa hấu 360ml x Chai,0,81000.0,80999.6,81000.0,80000.0,True,999.6000000000058,False
8809653240748,Sur.Medic Mặt nạ Cấp nước siêu tốc x Cái,1,38000.0,37999.5,38000.0,37000.0,True,999.5,False
8850006327647,COLGATE Kem đánh răng sensitive 110g x Cây,1,79000.0,78999.82,79000.0,78000.0,True,999.820000000007,False
8850006332504,Colgate KĐR  BCĐR trẻ em minion x bộ,1,65000.0,64999.8,65000.0,64000.0,True,999.8000000000029,False
8850006932322,Colgate KDR Maxfresh Peppermint 230g x tuýp,1,62000.0,62000.4,62000.0,61000.0,True,1000.4000000000015,False
8850006941744,Colgate Kem đánh răng Optic White O2 x Bộ,1,125000.0,125000.28,125000.0,123000.0,True,2000.2799999999988,False
8850006954270,Colgate KĐR Drawin Clean Mint 150gr x hộp,1,69000.0,69000.12,69000.0,68000.0,True,1000.1199999999953,False
8850007543138,Neutrogena SRM Deep Clean Foaming Cleaser 100g x tuýp,1,149000.0,149000.04,149000.0,146000.0,True,3000.040000000008,False
8850007812562,LISTERINE Nước súc miệng trà xanh 250ML x chai,1,100000.0,100000.44,100000.0,98000.0,True,2000.4400000000023,False
8850007813040,LISTERINE Nước súc miệng COOLMINT 250ml x 1 chai,1,83000.0,83000.16,83000.0,81000.0,True,2000.1600000000035,False
8850007814306,Listerine Nước súc miệng cool mint 100ml x chai,1,37000.0,36999.72,37000.0,36000.0,True,999.7200000000012,False
8850029000114,Nivea SRM đất sét sáng da 100g x tuýp,1,95000.4,95000.04,95000.0,93000.0,True,2000.0399999999936,False
8850029015194,Nivea Nước tẩy trang sạch nhờn 200ml x chai,1,134999.85,135000.0,135000.0,133000.0,True,2000.0,False
8850029850009,"NIVEA Son dưỡng Original Care 4,8g x cây",1,76500.0,85000.32,77000.0,75000.0,True,10000.320000000007,False
8851007199332,KDR SENSODYNE Prepair  protect 100g x hộp,1,114999.75,114999.48,115000.0,113000.0,True,1999.479999999996,False
8851989060033,D-NEE N.Giặt Quần Áo Em Bé Xanh 960ml x Túi,1,109000.0,109000.08,109000.0,107000.0,True,2000.0800000000017,False
8859361300395,Rượu Soju Tae Yang hương Nho 360ml x Chai,0,70000.1,75000.2,70000.0,69000.0,True,6000.199999999997,False
8859361300418,Rượu Soju Tae Yang hương Yogurt 360ml x Chai,0,75000.0,75000.2,75000.0,74000.0,True,1000.1999999999971,False
8886389740612,BELLO Khăn Ướt Không Mùi 20 Tờ x Gói,1,17000.0,17000.28,17000.0,17000.0,False,0.27999999999883585,True
8886389740629,BELLO Khăn Ướt Hương Hoa 20 Tờ x Gói,1,17000.0,17000.28,17000.0,17000.0,False,0.27999999999883585,True
8886389740636,BELLO Khăn Ướt Hương Bạc Hà 20 Tờ x Gói,1,19000.0,19000.44,19000.0,19000.0,False,0.4399999999986903,True
8888176032702,Bio essence mặt nạ rau má centella 20ml x Cái,1,45000.0,45000.36,45000.0,44000.0,True,1000.3600000000006,False
8888336032092,HUGGIES Khăn Ướt Dưỡng Ẩm 72 Tờ x Gói,1,56000.0,56000.16,56000.0,55000.0,True,1000.1600000000035,False
8888336041834,HUGGIES Khăn Ướt Dịu Nhẹ 80 Tờ x Gói,1,56000.0,56000.16,56000.0,55000.0,True,1000.1600000000035,False
8888826016175,GILLETTE Dao cạo râu vector plus x Cái,1,41000.0,41000.04,41000.0,40000.0,True,1000.0400000000009,False
8888826016182,GILLETTE Lưỡi dao cạo râu Vector 2 x cái,1,39000.0,41000.04,39000.0,38000.0,True,3000.040000000001,False
8888855001432,GILLETTE Dao cạo râu Blue II 2cây x Bộ,1,24000.0,23999.76,24000.0,24000.0,False,0.2400000000016007,True
89301210,MARLBORO Hard Red 20 Điếu x Gói,0,37000.0,36999.6,37000.0,36000.0,True,999.5999999999985,False
89302965,MARLBORO Flavor Code 20 Điếu x Gói,0,23000.0,22999.9,23000.0,23000.0,False,0.09999999999854481,True
89302972,MARLBORO Gold 20 Điếu x Gói,0,37000.0,36999.6,37000.0,36000.0,True,999.5999999999985,False
89303375,MARLBORO Advance 20 Điếu x Gói,0,37000.0,36999.6,37000.0,36000.0,True,999.5999999999985,False
8934591001042,Vodka Hà Nội 300ml x Chai,0,72000.0,77000.0,72000.0,71000.0,True,6000.0,False
8934591001233,Rượu Nếp mới Hà Nội 500ml x Chai,0,100000.0,107000.3,100000.0,98000.0,True,9000.300000000003,False
8934591001264,Vodka Hà Nội 500ml x Chai,0,110000.0,112499.75,110000.0,108000.0,True,4499.75,False
8934674012811,CRAVEN Click 20 Điếu x Gói,0,37000.0,36999.6,37000.0,36000.0,True,999.5999999999985,False
8934674012910,CRAVEN Demi Silver 20 Điếu x Gói,0,22000.0,22000.0,22000.0,22000.0,False,0.0,True
8934674014716,CRAVEN Chill 20 Điếu x Gói,0,25000.0,24999.7,25000.0,25000.0,False,0.2999999999992724,True
8934674015911,Craven A Classic 20 Điếu x Gói,0,32000.0,32000.1,32000.0,31000.0,True,1000.0999999999985,False
8934681596946,BIORE sữa UV mát lạnh 25ml x1 chai,1,72000.0,72000.36,72000.0,71000.0,True,1000.3600000000006,False
8934681960075,BIORE Miếng dán mũi lột mụn nữ đen 4 miếng x Hộp,1,31000.0,31000.2,31000.0,30000.0,True,1000.2000000000007,False
8934681978360,BIORE NƯỚC TẨY TRANG HOÀN HẢO 90ML X 1 CHAI,1,72000.0,74999.52,72000.0,71000.0,True,3999.520000000004,False
8934692020218,CARLSBERG Bia Danish Pilsner 330ml x Lon,0,25000.0,23249.875,25000.0,25000.0,False,1750.125,False
8934692040018,TUBORG Bia 330ml x Lon,0,20000.1,20000.042857142857,20000.0,20000.0,False,0.042857142856519204,True
8934692070114,HUDA Bia 330ml x Lon,0,16000.0,15999.5,16000.0,16000.0,False,0.5,True
8934692090013,BLANC 1664 Bia Kronenbourg 330ml x Chai,0,26000.0,25999.6,26000.0,26000.0,False,0.4000000000014552,True
8934692090020,BLANC 1664 Bia 330ml x Lon,0,23000.0,22999.9,23000.0,23000.0,False,0.09999999999854481,True
8934692100316,SOMERSBY Nước Táo Lên Men Apple 330ml x Lon,0,24000.0,23999.8,24000.0,24000.0,False,0.2000000000007276,True
8934692100323,SOMERSBY Nước Táo Lên Men Blackberry 330ml x Lon,0,24000.0,23999.8,24000.0,24000.0,False,0.2000000000007276,True
8934732202529,JUMBO Xịt Côn Trùng Hương Cam Chanh 300ml x Chai,1,51000.0,50999.76,51000.0,50000.0,True,999.760000000002,False
8934755035036,FRESSI Khăn Ướt All Care 20 Tờ x Gói,1,17000.0,18000.36,17000.0,17000.0,False,1000.3600000000006,False
8934755035180,FRESSI Khăn Ướt Face 20 Tờ x Gói,1,19000.0,19000.44,19000.0,19000.0,False,0.4399999999986903,True
8934755035197,FRESSI Care All Khăn Ướt 100 Tờ x Gói,1,51000.0,44000.28,51000.0,50000.0,True,5999.720000000001,False
8934755035289,BOBBY Khăn Ướt Không Hương 100 Tờ x Gói,1,51000.0,50999.76,51000.0,50000.0,True,999.760000000002,False
8934755035326,FRESSI Khăn Ướt Cool 20 Tờ x Gói,1,19000.0,20000.52,19000.0,19000.0,False,1000.5200000000004,False
8934755035333,FRESSI Khăn Ướt Apple 20 Tờ x Gói,1,19000.0,19000.44,19000.0,19000.0,False,0.4399999999986903,True
8934755042300,3D Mask khẩu trang ngăn bụi maxblock 5cái x gói,1,37000.0,36999.6,37000.0,36000.0,True,999.5999999999985,False
8934772115070,SANMIGUEL Bia Pilsen 500ml x Lon,0,28000.0,28000.5,28000.0,27000.0,True,1000.5,False
